"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
22380;"E314501";"Paukenfibel P1 mit großer, getrieben-verzierter Pauke";"E314501";"Definitionsmerkmale: große, in der Ansicht kreisrunde oder leicht ovale, mit getriebenen oder eingepunzten Buckeln und Längsriefen verzierte Pauke";"Verbreitung: zu den hallstättischen Paukenfibel kennt man drei Verwandte, Fund aus Linz, Seifertshofen und  Mossingen; Datierung: Vorlagenexemplare können in ihrer Heimat datiert werden ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 124-126.";"0"
22381;"E3144";"Paukenfibel P2";"E3144";"Definitionsmerkmale: Fibeln der Form P 2 nach Mansfeld, zweigliedrige Spirale, Zierrillen am unteren Rand der Pauke, Schlussknöpfe. weitere Charakteristika: unterschiedlicher Dekor und Konstruktion von Nadelhalter und Schlussknopf,";"Varianten: kann in drei Varianten unterteilt werden: E31_44_1; E31_44_2; E31_44_3; Verbreitung: siehe Karte bei Varianten; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 122-124.";"0"
22383;"E314402";"Paukenfibeln P2 Form B";"E314402";"Definitionsmerkmale: Halbrunde Pauke, gerillt-verziert mit kleinem Scheitelknopf aus organischem Material, unterer Rand mit gegeneinandergestellter Schraffur gefüllt, oberste Reihe senkrecht schraffiert, Korallenzier";"Verbreitung: siehe Karte; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 122-124.";"0"
22384;"E314401";"Paukenfibel P2 Form A";"E314401";"Definitionsmerkmale: Pauke halbrund, Rand der Pauke mit umlaufenden Rillen verziert, kleiner Fußknopf";"Verbreitung: keine Funde dieser Form in Hallstatt, siehe Karte; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 122-124.";"0"
22385;"E3143";"Unverzierter Hohlbügelfibelkniefibeln";"E3143";"Definitionsmerkmale: unverzierte Hohlbügelkniefibel, profilierte Schlussknöpfe sind aus der Rast herausgearbeitet";"Verbreitung: drei Fibeln aus Hallstatt, verwandte erstrecken sich nördlich der Donau von der Mündung der Altmühl bis nach Baden-Württemberg, nördlichste Stücke befinden sich in der Rhön, Verbreitungsschwerpunkt: südliches Württemberg ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 112.";"0"
22386;"E3142";"Unverzierte Kahnfibel";"E3142";"Definitionsmerkmale: schlichte, unspezifische Kahnfibel ";"Varianten: zwei Varianten: E31_42_1; E31_42_2; Verbreitung: siehe Karte bei Varianten; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 110-111.";"0"
22387;"E314202";"Unverzierte Kahnfibel Form B";"E314202";"Definitionsmerkmale: aufgeschobene Muffe als Schlussknopf, Bügelunterseite verläuft horizontal; weitere Charakteristika: Formenkundlich zwischen Kahn- und Paukenfibel";"Verbreitung: siehe Karte; Datierung: Hallstattfibel kann nicht datiert werden, nur Haguenauer Objekt";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 111.";"0"
22388;"E314201";"Unverzierte Kahnfibel Form A";"E314201";"Definitionsmerkmale: hochgewölbter, verbreiterter Bügel, Bügelunterseite beschreibt eine halbkreisförmige Wölbung, große, profilierte Fußknöpfe";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 110-111.";"0"
22389;"E3141";"Kahnfibeln mit Verzierung V5";"E3141";"Definitionsmerkmale: Fibel mit in der Richtung der Fibellängsachse laufenden Kerben oder Strichen des Scheitels, Längsrillen des Scheitels werden durch Querstreifen untergliedert; weitere Charakteristika: seitlich einfassende, querverlaufende Riefen oder profilierte, astragalähnliche Einfassungen, ";"Varianten: Bügel ist stark gewinkelt und/oder hochgewölbt (Form A) oder flachbogenförmig-gestreckt (Form B); Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 109-110.";"0"
22393;"E3139";"Kahnfibel mit kreisaugenverziertem Bügel";"E3139";"Definitionsmerkmale: Bügeloberseite mit Kreisaugenpunzen verziert. weitere Charakteristika: Punzen füllen eine ovale Fläche, die durch zwei bis drei begleitende Linien in Form der Bügelaufsicht eingefasst wird";"Verbreitung: in Hallstatt 3 Exemplaren, Vergleichsobjekte aus Estes und Bolognas, in Santa Lucia und Krain vereinzelte ebenfalls ähnliche Bronzen, westliches Oberitalien; Datierung: Horizont 3";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 107.";"0"
22394;"E3138";"Kahnfibeln mit Querstrichbündeln an den Bogenenden";"E3138";"Definitionsmerkmale: Zier des Bügels: äußersten Enden werden durch jeweils ein Linienband betont, profilierte Schlussknopf";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 105-106.";"0"
22395;"E3137";"Kahnfibeln mit Winkelbanddekor";"E3137";"Definitionsmerkmale: Hohlbügelfibel mit Winkelmuster auf dem Bügel";"Varianten: durch Verschiedenheit ihrer Zier kann sie zwei Varianten zugeordnet werden E31_37_1;   E31_37_2 Verbreitung: siehe Karte bei Varianten; ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 104-105.";"0"
22396;"E313702";"Kahnfibeln mit Winkelbanddekor Form B";"E313702";"Definitionsmerkmale: Kahnfibel mit Winkeldekor, ununterbrochen, längs verlaufende Mittelachse wird durch seitliche Querstrichgruppen eingerahmt, mittlere, zu postulierende Querstrickgruppenbündel fehlt";"Verbreitung: siehe Karte; Datierung: Hallstattexemplare nicht datierbar, datiert Funde aus Italien und Slowenien ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 104-105.";"0"
22397;"E313701";"Kahnfibeln mit Winkelbanddekor Form A";"E313701";"Definitionsmerkmale: Bügel ist am Scheitel und an den Seiten durch Querrippen gegliedert, zwischen denen auf beiden Seiten Zickzackbändern oder Linien in Form von offenen Dreiecken die Leerflächen füllen, Schlussknöpfe";"Verbreitung: siehe Karte; Datierung: Hallstattfibeln nicht datiert, Fibeln aus Italien datiert";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 104-105.";"0"
22398;"E3136";"Unverzierte Kahnfibel mit seitlich ausgezipfeltem Bügel";"E3136";"Definitionsmerkmale: unverziert, mit seitlich angezipfeltem Bügel";"Verbreitung: drei Fibeln aus Hallstatt, genauere Entsprechungen sind nicht bekannt, gehören jedoch zu einem fast ausschließlich in Italien beheimatete Fibeltyp; Datierung: Horizont 2,3,4 (Andeutung Zeitstellung später als Horizont 5)";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 102-103.";"0"
22399;"E3135";"Kahnfibel mit quergeripptem Bügel";"E3135";"Definitionsmerkmale: hochgewölbte, blecherne, feingekerbter Bügel, Scheitel trägt feinere Rippen als die Bügelseiten und zusätzlich ein Zickzacklinienband, über dem zweispiraligen Federmechanismus verbreitert sich der Draht unvermittelt zu einem kleinen, nach oben verjüngenden Zylinder";"Verbreitung: einzelnes Exemplar aus Hallstatt; Datierung: keine nähere Datierung möglich";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 102.";"0"
22400;"E3134";"Kahnfibeln mit querlaufenden, feinprofilierten Bügelbändern";"E3134";"Definitionsmerkmale: querverlaufende, feinprofilierte, aufliegende  Bügelbänder ";"Varianten: mit flachgestrecktem Bügel und mitunter horizontaler Bogenunterseite (Form A), Fibel mit hochgewölbten Bügel (Form B); Verbreitung: siehe Karte; Datierung: drei Fibeln der Form A können nach Horizont 3 datiert werden, Hallstattfibeln können nicht datier werden";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 102.";"0"
22401;"E3133";"Smarjetafibeln";"E3133";"Definitionsmerkmale: in Längsrichtung verzierter Bügel, an Bügelenden befinden sich ringartige Einschnürung ";"Varianten: drei verschiedene Bügelformen: 3-5 feinprofilierte, leicht erhabene Zierleisten (Form A), solche mit einer Mittelleiste und seitlichen strichartigen Einkerbungen(Form B) und Fibeln die nur eine Leiste auf der Bügeloberseite tragen (Form C); besonders langfüßige Exemplare besitzen einen Schlussknopf; Verbreitung: siehe Karte; Datierung: nach Hallstatt frühestens während Horizont 6, andere Funde in Horizont 3, 4/5, 7";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 98-100.";"0"
22402;"E3132";"Schlangenfibeln";"E3132";"Definitionsmerkmale: Fibeln mit Schlangenform";"Varianten: unterschiedliche Bügelwindungen, Hörnchen, Schlussknöpfe und Faltenwehr: E31_32_1; E31_32_2; E31_32_3; E31_32_4; E31_32_5; E31_32_6; E31_32_7; E31_32_8; Verbreitung: siehe Karte bei den Varianten; Datierung: keine Angaben ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.88-95";"0"
22405;"E313206";"Schlangenfibeln Form F: Schlangenfibeln S 4 mit Faltenwehr f";"E313206";"Definitionsmerkmale: vollständigen oder nur am Rand längsverzierter Bandbügel und eine große Scheibenfaltenwehr f. weitere Charakteristika: Bügelquerschnitt nicht immer an die Bandform gebundene, sondern kann vierkantig, rund oder halbrund ausfallen";"Verbreitung: siehe Karte; Datierung: einzelnes Stück aus Hallstatt nicht datierbar, zur Datierung eignet sich das Bologneser Inventar";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.91-92";"0"
22406;"E313205";"Schlangenfibeln Form E: Schlangenfibeln S 4 mit unverzierter Faltenwehr e";"E313205";"Definitionsmerkmale: Schlangenfibel S4 mit unverzierter Faltenwehr, bandförmiger Bügel. weitere Charakteristika: schmale Rand der Nadelruhe kann Profilierungen zeigen";"Verbreitung: siehe Karte; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.91.";"0"
22407;"E313204";"Schlangenfibeln Form D: Schlangenfibeln S 4 mit verzierter Faltenwehr e";"E313204";"Definitionsmerkmale: Schlangenfibel S 4 mit verzierter Faltenwehre e, breiter, längsstrichverzierter Bandbügel";"Verbreitung: einzelner Fund aus Hallstatt, siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.90-91.";"0"
22408;"E313203";"Schlangenfibeln Form C: Große Schlangenfibeln S 4 mit Faltenwehr c";"E313203";"Definitionsmerkmale: große Schlangenfibel S 4 mit Faltenwehr c, rundes Bügelprofil. weitere Charakteristika: Abschlussknopf A";"Verbreitung: siehe Karte; Datierung: Italienische Fibeln datiert";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.90.";"0"
22409;"E313202";"Schlangenfibeln Form B: Schlangenfibeln S 4 mit röhrenförmiger Faltenwehr";"E313202";"Definitionsmerkmale: Schlangenfibel Typ S 4 mit röhrenförmiger Faltenwehr. weitere Charakteristika: Bronzen verbindet ein satteldachförmiger Bügelquerschnitt";"Verbreitung: siehe Karte; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.89-90.";"0"
22410;"E313201";"Schlangenfibeln Form A: Schlangenfibel S 4 mit Faltenwehr g";"E313201";"Definitionsmerkmale: Schlangenfibel S 4 nach Mansfeld mit Faltenwehr g, Bügel dachförmig, die Nadelrast offen, Fußknöpfe Form C. weitere Charakteristika: gehämmerte und gegossene Exemplare";"Verbreitung: siehe Karte; Datierung: keine genauen Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.89.";"0"
22411;"E3131";"Schlangenfibeln S1 mit Faltenwehr g";"E3131";"Definitionsmerkmale: Schlangenfibel Typ S 1 mit hütchenförmiger Faltenwehr g nach Mansfeld, Bügel ist bandenförmig. weitere Charakteristika: bei einigen Bügel entlang der Ränder jeweils eine schmale, leicht eingetiefte Zierlinie, bei Hallstattfibeln Längsriefen zieren nur den Rand des Bügels";"Verbreitung: siehe Karte; Datierung: (evtl. in Lt A1)";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.87-88.";"0"
22412;"E3130";"Schlangenfibeln S2";"E3130";"Definitionsmerkmale: S 2 (S-förmige Windung) nach Mansfeld, kugelförmiger Abschluss des Nadelhalters, Faltenwehr, die in Form einer flachen, konischen Scheibe in der Mitte des hinteren Teils der Nadel";"Varianten: E31_30_1; E31_30_2; E31_30_3; Verbreitung: siehe Karte bei Varianten; Datierung: über Funde aus Italien";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.84-86.";"0"
22413;"E313003";"Schlangenfibeln S2 Form C";"E313003";"Definitionsmerkmale: Schlangenfibel S2, unterhalb der rückwärtigen Nadelmitte befestigte Knotenfaltenwehr";"Verbreitung: nur einzelne überlieferte Fundstücke, Exemplare in Hallstatt, Italien und Slowenien; Datierung: Fibeln aus Hallstatt nicht datierbar, nur Exemplare aus Italien und Slowenien ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.84-86.";"0"
22416;"E3129";"Hörnchenfibel";"E3129";"Definitionsmerkmale: Variante von Schlangenfibeln nach Mansfeld, Schlangenfibelgrundformen S 2, S 4 und S 6 (Formen tragen Hörnchen) ; in Kombination mit bestimmten Faltenwehren und Schlussknöpfen, anstatt Knöpfe ein paar hornartige Antennen";"Varianten: Unterteilung der  Hörnchenfibeln aus Hallstatt aufgrund der unterschiedlichen Gestaltung: E31_29_1; 	E31_29_2; E31_29_3; E31_29_4; E31_29_5; E31_29_6; Verbreitung: siehe Karte bei Varianten; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22417;"E312906";"Hörnchenfibel Form F";"E312906";"Definitionsmerkmale: drei Paar Hörnchen : schlichte Rosette, deren Rand mit feinen Einkerbungen versehen wurde, zwei Hörnchen hintereinander ausgehen und zusätzlich ein Hörnchenpaar ohne Rosette an der zweiten Bügelbindung sitzt";"Verbreitung: vergleichbare Objekte kommen aus Italien; Datierung:  keine Datierung möglich";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22418;"E312905";"Hörnchenfibel Form E";"E312905";"Definitionsmerkmale: Fibel mit zwei Rosetten";"Varianten: : Fibeln mit zwei Rosetten gibt es ohne Hörnchen, einmal mit zwei Hörnchenpaaren (hierbei sind die beiden unverzierten Rosetten an je einer Bügelbiegung befestigt), und zweimal mit drei Hörnchenpaaren; Verbreitung: Exemplar aus Hallstatt, Italien und Tschechien; Datierung: nur Exemplare ohne Hörnchen datierbar, ohne Antenne gehören in Libna nach Horizont 3, in Este nach Italien";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22419;"E312904";"Hörnchenfibel Form D";"E312904";"Definitionsmerkmale: Schlangenfibelgrundform S 6 nach Mansfeld; weitere Charakteristika: ein oder zwei Hörnchenpaare";"Verbreitung: siehe Karte; Datierung: keines der Inventare enthält datierfähige Funde, es bietet sich eine zeitliche Anlehnung an die verwandten Vace-Uffinger Fibeln an, welche sich in Este und Santa Lucia belegen lassen (Horizont 3-6)";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22421;"E312902";"Hörnchenfibel Form B";"E312902";"Definitionsmerkmale: Grundform S 2 mit zwei Kugelförmige Hörnchenpaare. weitere Charakteristika: fast immer Schlussknöpfe, (kugelförmige bis ovale Hörnchenpaare nur aus Oberitalien und Hallstatt bekannt) Hörnchen auch ¾ ";"Verbreitung: siehe Karte; Datierung: Hallstattexemplar nicht datiert, Funde aus Italien und Slowenien datiert";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22422;"E312901";"Hörnchenfibel Form A";"E312901";"Definitionsmerkmale: Grundform der Schlangenfibel S 2. weitere Charakteristika: gibt sie mit verzierte und unverzierte Rosette, mit Hörnchen der Form ½ und ¾ und mit Faltenwehr c oder d, meist Schlussknopf, Nadelrast ist bei einigen auffällig breit gestaltet";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.79-84.";"0"
22423;"E3128";"Langfüßige Sanguisufibeln mit Querleiste";"E3128";"Definitionsmerkmale: Sanguisugafibel mit Querleiste, langfüßig, gerade abschließender, schmuckloser Nadelhalter. weitere Charakteristika: drei an den Bügelseiten ausgebauchte resp. Ausgezipfelte massive Fibel, deren breitestes Bogenmaß durch eine mitgegossene, querverlaufende Leiste betont wird";"Verbreitung: aus einigen Hallstattgräbern bekannt, Parallelen aus Mittel- und Oberitalien ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.78.";"0"
22424;"E3127";"Sanguisugafibel mit winkelbandverziertem Bügel ";"E3127";"Definitionsmerkmale: winkelbandverzierter, dicker, hohler Bügel, mittellanger Fuß, Nadelrast zur Spirale hin verlängert. weitere Charakteristika: abgeleitete von massiver Sanguisugafibel";"Verbreitung: einzelner Fund in Hallstatt, parallele mit fünf Querstrichbündeln aus Este und Baldaria; Datierung: nicht datierbar";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.78.";"0"
22425;"E3126";"Stachelbügelfibel";"E3126";"Definitionsmerkmale: kantiger Bronzedrahtbügel, mit Glaskörper ummantelt, aufgeschobener Schlussknopf. weitere Charakteristika: alle krainischen Objekte bestehen entweder aus türkisblauem, grünlichem oder bernsteinfarbenem Glas";"Verbreitung: siehe Karte; Datierung: Hallstattfibeln nicht datierbar, Funde aus Slowenien und Tschechien datiert";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.76-77.";"0"
22426;"E3125";"Sanguisugafibeln mit Knochenbügelbesatz und plastischer Tierdarstellung";"E3125";"Definitionsmerkmale: Knochenbügelbesatz und plastische Tierdarstellung, langgestreckte Form B, Schlussknopf. Verbreitung: einzelne Funde in Hallstatt, Oberitalien(vereinzelt), Ungarn, Slowenien (vereinzelt), Österreich";"";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.74-76.";"0"
22429;"E312401";"Sanguisugafibel mit knochen- oder bernsteinummanteltem Bügel Form A";"E312401";"Definitionsmerkmale: rundlicher Bogen mit knochen- oder bernsteinummantelten Bügel. weitere Charakteristika: Besatz kann aus mehreren gleichgroßen oder aus kleinen und größeren Segmenten gemischt zusammengestellt sein";"Verbreitung: siehe Karte; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.71.";"0"
22430;"E3123";"Kniefibel";"E3123";"Definitionsmerkmale: besonderer Typ der Bogenfibel, neue Nadelbefestigung: zweigliedrige Armbrustkonstruktion ";"Varianten: Unterteilung der Hallstattfibel in drei Formen: E31_23_1; E31_23_2; E31_23_3; Verbreitung: siehe Karte bei Varianten; ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.66-70.";"0"
22433;"E312301";"Kniefibel Form A";"E312301";"Definitionsmerkmale: schlichter, unverzierter Bügel, mit rundem Bügelprofil. weitere Charakteristika: mehr oder wenig profilierter, spitz oder stumpf abschließender Schlussknopf ";"Verbreitung: siehe Karte ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.66-70.";"0"
22434;"E3122";"Bogenfibel mit Bandbügel und seitlichen Bügelkerben";"E3122";"Definitionsmerkmale: bandförmige, zur Bügelmitte hin verbreiterter Bogen, dieser hat an der Scheitelseite jeweils einen V-förmigen Einschnitt, kein Schlussknopf, einseitige Rolle";"Verbreitung: einzelnes Exemplar aus Hallstatt, keine Parallelen bekannt; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.65.";"0"
22435;"E3121";"Breitbandfibeln";"E3121";"Definitionsmerkmale: Bandbügel, der sich am Kopfteil unvermittelt verengt und in einen rundstabigen Nadeldraht übergeht, massive Schlussknöpfe, keine Spiralen";"Verbreitung: acht Parallelen zu denen aus Hallstatt: Neukirchen, Lkr. Nürnberg, Steingebronn im Lkr. Münsingen, Magdalenenberg, Dietfurt a.d. Altmühl, Lkr. Neumakrt i.d. OPf. Datierung: über Fibel aus Dietfurt";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.65-66.";"0"
22436;"E3120";"Langfüßige Bogenfibel mit rhombischem Bügelquerschnitt";"E3120";"Definitionsmerkmale: langfüßig, rhombischer Bügelquerschnitt, beiden Aufsichten des Bogens sind mit schräg zueinander versetzten, schwach erhabenen Riefungen verziert. weitere Charakteristika: langer Nadelhalter, dessen Ende ein wenig zur Spirale ausbaucht, Spirale kann einfach als auch zweifach gedreht sein";"Verbreitung: nur zwei Exemplare aus Hallstatt, siehe Karte; Datierung: keine Datierung möglich ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.63-64.";"0"
22437;"E3119";"Bogenfibeln mit Verzierung V5";"E3119";"Definitionsmerkmale: Form B1 mit Bogenzier V5 nach Mansfeld. weitere Charakteristika: ovaler, nach unten spitz zugefeilter Bügelquerschnitt, an Bügelseiten befinden sich tief eingekerbte zwei- und dreifach Querstrichgruppen, fast immer Schlussknopf vorhanden ";"Varianten: nach der Länge des Bügels können drei Formen unterschieden werden: kleinste Fibeln (Form A) sind zwischen 2 und 2,6 cm lang, mittellange Fibeln (Form B) Bügel misst 3 bis 3,6 cm und größere Fibeln (Form C) Bügel ist länger als 3,7 cm; Verbreitung: einzelnes Exemplar in Hallstatt; siehe Karte; Datierung: Funde aus Este und aus Santa Lucia datiert;";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.61-63.";"0"
22438;"E3118";"Alpine Zweiknopffibeln";"E3118";"Definitionsmerkmale: alles Stücke tragen an der höchsten Stelle des Bügels zwei seitliche knopfartige  Verbreiterungen, keinen Schlussknopf, eine einseitige zweispiralige Rolle; weitere Charakteristika: an Bügelseiten Querriefungen, die an jeder Seite einzeln oder in maximal drei Strichgruppenbündel aufgeteilt sind; klassischen alpinen Fibeln zeigen am Scheitel eine mit zum Bügel schräg oder querverlaufende Schraffierung, die von zwei parallelen oder spitzovalen Linien exakt oder annähernd begrenzt wird";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.59-61.";"0"
22439;"E3117";"Halbmondfibeln mit einseitig verlängertem Fuß";"E3117";"Definitionsmerkmale: einseitig verlängerter Fuß, Schlussknopf. weitere Charakteristika: unterschiedlich Verzierungsmuster";"Verbreitung: nur Exemplare aus Hallstatt; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.55.";"0"
22443;"E3113";"Zweischleifige Bogenfibeln";"E3113";"";"Varianten: aus Hallstatt sind 13 zweischleifige Bogenfibeln bekannt, die sechs verschiedenen Formen angehören:	E31_13_1; E31_13_2; E31_13_3; E31_13_4; E31_13_5; E31_13_6; E31_13_7: aus Bischofshofen: Zweischleifige Bogenfibel mit hohem, trompetenförmigem Fuß; Verbreitung: siehe Karte bei Varianten; Datierung: keine Angaben";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.38-41
C. F. E. Pare, Beiträge zum Übergang von der Bronze- zur Eisenzeit in Mitteleuropa, Grundzüge der Chronologie im westlichen Mitteleuropa (11.-8. Jh. v. Chr.), Teil II. In: Jahrbuch des römisch-germannischen Zentralmuseums Mainz,  46. Jahrgang Teil I (Mainz 2000) 223.";"0"
22444;"E311307";"Zweischleifige Bogenfibeln mit hohem, trompetenförmigem Fuß";"E311307";"weitere Charakteristika: scheint typisch für die ältere Hallstattzeit in diesem Gebiet zu sein  ";"Verbreitung: inneralpine Hallstattstruktur (dieses Stück aus Bischofshofen); Datierung: ältere Hallstattzeit";"C. F. E. Pare, Beiträge zum Übergang von der Bronze- zur Eisenzeit in Mitteleuropa, Grundzüge der Chronologie im westlichen Mitteleuropa (11.-8. Jh. v. Chr.), Teil II. In: Jahrbuch des römisch-germannischen Zentralmuseums Mainz,  46. Jahrgang Teil I (Mainz 2000) 223.";"0"
22445;"E311306";"Zweischleifige Bogenfibeln Form F: Bogenfibel mit winkelstrich verziertem Bügel";"E311306";"Definitionsmerkmale: einseitig verzierter, rundstabiger Bügel; einschleifige Spirale, mit dreieckig- rundlicher Fuß";"Verbreitung: Einzelstück nur zwei verwandte, aber nicht als direkte Parallelen zu bezeichnen; Datierung: Datierung nicht möglich";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.48-49.";"0"
22446;"E311305";"Zweischleifige Bogenfibeln Form E: Bogenfibel mit fein gerilltem Bügel";"E311305";"Definitionsmerkmale: regelmäßiger fein gerillter Bogen, dreieckig-rundlicher Fuß, Spirale besteht aus zwei Windungen (nur bei Hallstattfund so, anderen Funde tragen nur eine einspiralige Rolle)";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.47-48.";"0"
22447;"E311304";"Zweischleifige Bogenfibel Form D: Bogenfibel mit tordiertem Bügel";"E311304";"Definitionsmerkmale: todierter Bügel, zweischleiffig. weitere Charakteristika: bei Fund aus Hallstatt: Torsion recht grob und triangulärer, fragmentierter Fuß weist an den Rändern Tremolierstich auf ";"Verbreitung: siehe Karte";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S.47.";"0"
22449;"E311302";"Zweischleifige Bogenfibeln Form B: Zweischleifige Fibel mit strichgruppenverziertem Bogen";"E311302";"Definitionsmerkmale: Bügel ist in regelmäßigen Abständen durch Strichgruppenbündel unterteil. weitere Charakteristika: Fibel gibt es mit ein- und zweischleifigen Spiralrollen";"Verbreitung: siehe Karte; Datierung: Datierung über Fibeln aus Santa Lucia ";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 45-46.";"0"
22450;"E311301";"Zweischleifige Bogenfibeln Form A: Bogenfibel mit glattem Bügel ";"E311301";"Definitionsmerkmale: zweischleifig mit glattem unverziertem, meist massivem Bügel aus Eisen oder Bronze. weitere Charakteristika: kann runden oder rhombischen Bügelquerschnitt aufweisen, Nadelhalter können differieren (dreieckig-rundliche, rechteckig-gestreckte und violinenförmige) ";"Verbreitung: siehe Karte; Datierung: über Funde aus Hallstatt, aber auch weitere Funde aus dem Verbreitungsgebiet";"Glunz, Bettina E.; Studien zu den Fibeln aus dem Gräberfeld von Hallstatt; S. 43-45.";"0"
