"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
12709;"B1134211";"Gefaess>Hochform>gerade>steil>Standring>engmundig>hoher Umbruch";"B1134211";"hoher Umbruch";"B113421";"None";"None"
19424;"B125421";"Gefaess>Breitform>Bauchknick>steil>Standring>engmundig";"B125421";"engmundig";"B12542";"None";"None"
11039;"B1111221";"Gefaess>Hochform>rundlich>Zylinderhals>Standring>normalmundig>hoher Umbruch";"B1111221";"hoher Umbruch";"B111122";"None";"None"
11067;"B1111431";"Gefaess>Hochform>rundlich>Zylinderhals>flachbodig>weitmundig>hoher Umbruch";"B1111431";"hoher Umbruch";"B111143";"None";"None"
11095;"B1111911";"Gefaess>Hochform>rundlich>Zylinderhals>Sonstiger Boden>engmundig>hoher Umbruch";"B1111911";"hoher Umbruch";"B111191";"None";"None"
11096;"B1111912";"Gefaess>Hochform>rundlich>Zylinderhals>Sonstiger Boden>engmundig>mittlerer Umbruch";"B1111912";"mittlerer Umbruch";"B111191";"None";"None"
11207;"B1113221";"Gefaess>Hochform>rundlich>ausgeschwungen>Standring>normalmundig>hoher Umbruch";"B1113221";"hoher Umbruch";"B111322";"None";"None"
11210;"B111323";"Gefaess>Hochform>rundlich>ausgeschwungen>Standring>weitmundig";"B111323";"weitmundig";"B11132";"None";"None"
11235;"B1113431";"Gefaess>Hochform>rundlich>ausgeschwungen>flachbodig>weitmundig>hoher Umbruch";"B1113431";"hoher Umbruch";"B111343";"None";"None"
11238;"B111351";"Gefaess>Hochform>rundlich>ausgeschwungen>Rundboden>engmundig";"B111351";"engmundig";"B11135";"None";"None"
11262;"B111391";"Gefaess>Hochform>rundlich>ausgeschwungen>Sonstiger Boden>engmundig";"B111391";"engmundig";"B11139";"None";"None"
11290;"B111422";"Gefaess>Hochform>rundlich>steil>Standring>normalmundig";"B111422";"normalmundig";"B11142";"None";"None"
11291;"B1114221";"Gefaess>Hochform>rundlich>steil>Standring>normalmundig>hoher Umbruch";"B1114221";"hoher Umbruch";"B111422";"None";"None"
11319;"B1114431";"Gefaess>Hochform>rundlich>steil>flachbodig>weitmundig>hoher Umbruch";"B1114431";"hoher Umbruch";"B111443";"None";"None"
11349;"B1114913";"Gefaess>Hochform>rundlich>steil>Sonstiger Boden>engmundig>niedriger Umbruch";"B1114913";"niedriger Umbruch";"B111491";"None";"None"
11379;"B1115231";"Gefaess>Hochform>rundlich>gerade>Standring>weitmundig>hoher Umbruch";"B1115231";"hoher Umbruch";"B111523";"None";"None"
11410;"B111552";"Gefaess>Hochform>rundlich>gerade>Rundboden>normalmundig";"B111552";"normalmundig";"B11155";"None";"None"
11439;"B1115931";"Gefaess>Hochform>rundlich>gerade>Sonstiger Boden>weitmundig>hoher Umbruch";"B1115931";"hoher Umbruch";"B111593";"None";"None"
11468;"B1116312";"Gefaess>Hochform>rundlich>eingewoelbt>Omphalos>engmundig>mittlerer Umbruch";"B1116312";"mittlerer Umbruch";"B111631";"None";"None"
11495;"B1116521";"Gefaess>Hochform>rundlich>eingewoelbt>Rundboden>normalmundig>hoher Umbruch";"B1116521";"hoher Umbruch";"B111652";"None";"None"
11523;"B1116931";"Gefaess>Hochform>rundlich>eingewoelbt>Sonstiger Boden>weitmundig>hoher Umbruch";"B1116931";"hoher Umbruch";"B111693";"None";"None"
11551;"B1117311";"Gefaess>Hochform>rundlich>eingecknickt>Omphalos>engmundig>hoher Umbruch";"B1117311";"hoher Umbruch";"B111731";"None";"None"
11579;"B1117521";"Gefaess>Hochform>rundlich>eingecknickt>Rundboden>normalmundig>hoher Umbruch";"B1117521";"hoher Umbruch";"B111752";"None";"None"
11582;"B111753";"Gefaess>Hochform>rundlich>eingecknickt>Rundboden>weitmundig";"B111753";"weitmundig";"B11175";"None";"None"
11607;"B1117931";"Gefaess>Hochform>rundlich>eingecknickt>Sonstiger Boden>weitmundig>hoher Umbruch";"B1117931";"hoher Umbruch";"B111793";"None";"None"
11635;"B1118311";"Gefaess>Hochform>rundlich>Blech u. Achse>Omphalos>engmundig>hoher Umbruch";"B1118311";"hoher Umbruch";"B111831";"None";"None"
11636;"B1118312";"Gefaess>Hochform>rundlich>Blech u. Achse>Omphalos>engmundig>mittlerer Umbruch";"B1118312";"mittlerer Umbruch";"B111831";"None";"None"
11663;"B1118521";"Gefaess>Hochform>rundlich>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1118521";"hoher Umbruch";"B111852";"None";"None"
11692;"B1118932";"Gefaess>Hochform>rundlich>Blech u. Achse>Sonstiger Boden>weitmundig>mittlerer Umbruch";"B1118932";"mittlerer Umbruch";"B111893";"None";"None"
11722;"B111932";"Gefaess>Hochform>rundlich>Sonstige>Omphalos>normalmundig";"B111932";"normalmundig";"B11193";"None";"None"
11751;"B1119531";"Gefaess>Hochform>rundlich>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1119531";"hoher Umbruch";"B111953";"None";"None"
11108;"B1112112";"Gefaess>Hochform>rundlich>Schraegrand>Fuss>engmundig>mittlerer Umbruch";"B1112112";"mittlerer Umbruch";"B111211";"None";"None"
11136;"B1112322";"Gefaess>Hochform>rundlich>Schraegrand>Omphalos>normalmundig>mittlerer Umbruch";"B1112322";"mittlerer Umbruch";"B111232";"None";"None"
11163;"B1112531";"Gefaess>Hochform>rundlich>Schraegrand>Rundboden>weitmundig>hoher Umbruch";"B1112531";"hoher Umbruch";"B111253";"None";"None"
11862;"B112211";"Gefaess>Hochform>abgesetzter Hals>Schraegrand>Fuss>engmundig";"B112211";"engmundig";"B11221";"None";"None"
11863;"B1122111";"Gefaess>Hochform>abgesetzter Hals>Schraegrand>Fuss>engmundig>hoher Umbruch";"B1122111";"hoher Umbruch";"B112211";"None";"None"
11890;"B112232";"Gefaess>Hochform>abgesetzter Hals>Schraegrand>Omphalos>normalmundig";"B112232";"normalmundig";"B11223";"None";"None"
11919;"B1122531";"Gefaess>Hochform>abgesetzter Hals>Schraegrand>Rundboden>weitmundig>hoher Umbruch";"B1122531";"hoher Umbruch";"B112253";"None";"None"
12031;"B1124111";"Gefaess>Hochform>abgesetzter Hals>steil>Fuss>engmundig>hoher Umbruch";"B1124111";"hoher Umbruch";"B112411";"None";"None"
12059;"B1124321";"Gefaess>Hochform>abgesetzter Hals>steil>Omphalos>normalmundig>hoher Umbruch";"B1124321";"hoher Umbruch";"B112432";"None";"None"
12060;"B1124322";"Gefaess>Hochform>abgesetzter Hals>steil>Omphalos>normalmundig>mittlerer Umbruch";"B1124322";"mittlerer Umbruch";"B112432";"None";"None"
12087;"B1124531";"Gefaess>Hochform>abgesetzter Hals>steil>Rundboden>weitmundig>hoher Umbruch";"B1124531";"hoher Umbruch";"B112453";"None";"None"
20805;"B1292511";"Gefaess>Breitform>Sonstige>Schraegrand>Rundboden>engmundig>hoher Umbruch";"B1292511";"hoher Umbruch";"B129251";"None";"None"
20808;"B129252";"Gefaess>Breitform>Sonstige>Schraegrand>Rundboden>normalmundig";"B129252";"normalmundig";"B12925";"None";"None"
19296;"B125252";"Gefaess>Breitform>Bauchknick>Schraegrand>Rundboden>normalmundig";"B125252";"normalmundig";"B12525";"None";"None"
19297;"B1252521";"Gefaess>Breitform>Bauchknick>Schraegrand>Rundboden>normalmundig>hoher Umbruch";"B1252521";"hoher Umbruch";"B125252";"None";"None"
19292;"B125251";"Gefaess>Breitform>Bauchknick>Schraegrand>Rundboden>engmundig";"B125251";"engmundig";"B12525";"None";"None"
19307;"B1252613";"Gefaess>Breitform>Bauchknick>Schraegrand>Spitzboden>engmundig>niedriger Umbruch";"B1252613";"niedriger Umbruch";"B125261";"None";"None"
17134;"B1222631";"Gefaess>Breitform>abgesetzter Hals>Schraegrand>Spitzboden>weitmundig>hoher Umbruch";"B1222631";"hoher Umbruch";"B122263";"None";"None"
20803;"B1292433";"Gefaess>Breitform>Sonstige>Schraegrand>flachbodig>weitmundig>niedriger Umbruch";"B1292433";"niedriger Umbruch";"B129243";"None";"None"
20759;"B1292113";"Gefaess>Breitform>Sonstige>Schraegrand>Fuss>engmundig>niedriger Umbruch";"B1292113";"niedriger Umbruch";"B129211";"None";"None"
20760;"B129212";"Gefaess>Breitform>Sonstige>Schraegrand>Fuss>normalmundig";"B129212";"normalmundig";"B12921";"None";"None"
20026;"B1262312";"Gefaess>Breitform>Metallgef.>Schraegrand>Omphalos>engmundig>mittlerer Umbruch";"B1262312";"mittlerer Umbruch";"B126231";"None";"None"
20012;"B126221";"Gefaess>Breitform>Metallgef.>Schraegrand>Standring>engmundig";"B126221";"engmundig";"B12622";"None";"None"
20013;"B1262211";"Gefaess>Breitform>Metallgef.>Schraegrand>Standring>engmundig>hoher Umbruch";"B1262211";"hoher Umbruch";"B126221";"None";"None"
19287;"B1252423";"Gefaess>Breitform>Bauchknick>Schraegrand>flachbodig>normalmundig>niedriger Umbruch";"B1252423";"niedriger Umbruch";"B125242";"None";"None"
19273;"B1252321";"Gefaess>Breitform>Bauchknick>Schraegrand>Omphalos>normalmundig>hoher Umbruch";"B1252321";"hoher Umbruch";"B125232";"None";"None"
17774;"B1232332";"Gefaess>Breitform>gerade>Schraegrand>Omphalos>weitmundig>mittlerer Umbruch";"B1232332";"mittlerer Umbruch";"B123233";"None";"None"
17756;"B123222";"Gefaess>Breitform>gerade>Schraegrand>Standring>normalmundig";"B123222";"normalmundig";"B12322";"None";"None"
17092;"B1222313";"Gefaess>Breitform>abgesetzter Hals>Schraegrand>Omphalos>engmundig>niedriger Umbruch";"B1222313";"niedriger Umbruch";"B122231";"None";"None"
19256;"B125221";"Gefaess>Breitform>Bauchknick>Schraegrand>Standring>engmundig";"B125221";"engmundig";"B12522";"None";"None"
20000;"B126211";"Gefaess>Breitform>Metallgef.>Schraegrand>Fuss>engmundig";"B126211";"engmundig";"B12621";"None";"None"
21420;"B129992";"Gefaess>Breitform>Sonstige>Sonstige>Sonstiger Boden>normalmundig";"B129992";"normalmundig";"B12999";"None";"None"
21355;"B1299133";"Gefaess>Breitform>Sonstige>Sonstige>Fuss>weitmundig>niedriger Umbruch";"B1299133";"niedriger Umbruch";"B129913";"None";"None"
21341;"B1298931";"Gefaess>Breitform>Sonstige>Blech u. Achse>Sonstiger Boden>weitmundig>hoher Umbruch";"B1298931";"hoher Umbruch";"B129893";"None";"None"
21345;"B1299111";"Gefaess>Breitform>Sonstige>Sonstige>Fuss>engmundig>hoher Umbruch";"B1299111";"hoher Umbruch";"B129911";"None";"None"
21280;"B129823";"Gefaess>Breitform>Sonstige>Blech u. Achse>Standring>weitmundig";"B129823";"weitmundig";"B12982";"None";"None"
21284;"B129831";"Gefaess>Breitform>Sonstige>Blech u. Achse>Omphalos>engmundig";"B129831";"engmundig";"B12983";"None";"None"
21261;"B1298111";"Gefaess>Breitform>Sonstige>Blech u. Achse>Fuss>engmundig>hoher Umbruch";"B1298111";"hoher Umbruch";"B129811";"None";"None"
21209;"B1297331";"Gefaess>Breitform>Sonstige>eingecknickt>Omphalos>weitmundig>hoher Umbruch";"B1297331";"hoher Umbruch";"B129733";"None";"None"
21186;"B1297132";"Gefaess>Breitform>Sonstige>eingecknickt>Fuss>weitmundig>mittlerer Umbruch";"B1297132";"mittlerer Umbruch";"B129713";"None";"None"
21133;"B1296421";"Gefaess>Breitform>Sonstige>eingewoelbt>flachbodig>normalmundig>hoher Umbruch";"B1296421";"hoher Umbruch";"B129642";"None";"None"
21112;"B129623";"Gefaess>Breitform>Sonstige>eingewoelbt>Standring>weitmundig";"B129623";"weitmundig";"B12962";"None";"None"
21053;"B1295431";"Gefaess>Breitform>Sonstige>gerade>flachbodig>weitmundig>hoher Umbruch";"B1295431";"hoher Umbruch";"B129543";"None";"None"
16319;"B1212132";"Gefaess>Breitform>rundlich>Schraegrand>Fuss>weitmundig>mittlerer Umbruch";"B1212132";"mittlerer Umbruch";"B121213";"None";"None"
16347;"B1212412";"Gefaess>Breitform>rundlich>Schraegrand>flachbodig>engmundig>mittlerer Umbruch";"B1212412";"mittlerer Umbruch";"B121241";"None";"None"
16374;"B1212621";"Gefaess>Breitform>rundlich>Schraegrand>Spitzboden>normalmundig>hoher Umbruch";"B1212621";"hoher Umbruch";"B121262";"None";"None"
16377;"B121263";"Gefaess>Breitform>rundlich>Schraegrand>Spitzboden>weitmundig";"B121263";"weitmundig";"B12126";"None";"None"
17242;"B1224131";"Gefaess>Breitform>abgesetzter Hals>steil>Fuss>weitmundig>hoher Umbruch";"B1224131";"hoher Umbruch";"B122413";"None";"None"
17270;"B1224411";"Gefaess>Breitform>abgesetzter Hals>steil>flachbodig>engmundig>hoher Umbruch";"B1224411";"hoher Umbruch";"B122441";"None";"None"
17273;"B122442";"Gefaess>Breitform>abgesetzter Hals>steil>flachbodig>normalmundig";"B122442";"normalmundig";"B12244";"None";"None"
17299;"B1224622";"Gefaess>Breitform>abgesetzter Hals>steil>Spitzboden>normalmundig>mittlerer Umbruch";"B1224622";"mittlerer Umbruch";"B122462";"None";"None"
18415;"B1241133";"Gefaess>Breitform>Knickwand>Zylinderhals>Fuss>weitmundig>niedriger Umbruch";"B1241133";"niedriger Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18438;"B1241332";"Gefaess>Breitform>Knickwand>Zylinderhals>Omphalos>weitmundig>mittlerer Umbruch";"B1241332";"mittlerer Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18463;"B1241533";"Gefaess>Breitform>Knickwand>Zylinderhals>Rundboden>weitmundig>niedriger Umbruch";"B1241533";"niedriger Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18487;"B1241933";"Gefaess>Breitform>Knickwand>Zylinderhals>Sonstiger Boden>weitmundig>niedriger Umbruch";"B1241933";"niedriger Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18488;"B124211";"Gefaess>Breitform>Knickwand>Schraegrand>Fuss>engmundig";"B124211";"engmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18513;"B1242311";"Gefaess>Breitform>Knickwand>Schraegrand>Omphalos>engmundig>hoher Umbruch";"B1242311";"hoher Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18538;"B1242512";"Gefaess>Breitform>Knickwand>Schraegrand>Rundboden>engmundig>mittlerer Umbruch";"B1242512";"mittlerer Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18563;"B1242913";"Gefaess>Breitform>Knickwand>Schraegrand>Sonstiger Boden>engmundig>niedriger Umbruch";"B1242913";"niedriger Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18588;"B124322";"Gefaess>Breitform>Knickwand>ausgeschwungen>Standring>normalmundig";"B124322";"normalmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18592;"B124323";"Gefaess>Breitform>Knickwand>ausgeschwungen>Standring>weitmundig";"B124323";"weitmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18612;"B124342";"Gefaess>Breitform>Knickwand>ausgeschwungen>flachbodig>normalmundig";"B124342";"normalmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
18616;"B124343";"Gefaess>Breitform>Knickwand>ausgeschwungen>flachbodig>weitmundig";"B124343";"weitmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
21396;"B129952";"Gefaess>Breitform>Sonstige>Sonstige>Rundboden>normalmundig";"B129952";"normalmundig";"B12995";"None";"None"
21235;"B1297533";"Gefaess>Breitform>Sonstige>eingecknickt>Rundboden>weitmundig>niedriger Umbruch";"B1297533";"niedriger Umbruch";"B129753";"None";"None"
20891;"B1293513";"Gefaess>Breitform>Sonstige>ausgeschwungen>Rundboden>engmundig>niedriger Umbruch";"B1293513";"niedriger Umbruch";"B129351";"None";"None"
20644;"B126953";"Gefaess>Breitform>Metallgef.>Sonstige>Rundboden>weitmundig";"B126953";"weitmundig";"B12695";"None";"None"
20388;"B126652";"Gefaess>Breitform>Metallgef.>eingewoelbt>Rundboden>normalmundig";"B126652";"normalmundig";"B12665";"None";"None"
20143;"B1263533";"Gefaess>Breitform>Metallgef.>ausgeschwungen>Rundboden>weitmundig>niedriger Umbruch";"B1263533";"niedriger Umbruch";"B126353";"None";"None"
19800;"B125852";"Gefaess>Breitform>Bauchknick>Blech u. Achse>Rundboden>normalmundig";"B125852";"normalmundig";"B12585";"None";"None"
19801;"B1258521";"Gefaess>Breitform>Bauchknick>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1258521";"hoher Umbruch";"B125852";"None";"None"
19632;"B125652";"Gefaess>Breitform>Bauchknick>eingewoelbt>Rundboden>normalmundig";"B125652";"normalmundig";"B12565";"None";"None"
19209;"B1251511";"Gefaess>Breitform>Bauchknick>Zylinderhals>Rundboden>engmundig>hoher Umbruch";"B1251511";"hoher Umbruch";"B125151";"None";"None"
18293;"B1238532";"Gefaess>Breitform>gerade>Blech u. Achse>Rundboden>weitmundig>mittlerer Umbruch";"B1238532";"mittlerer Umbruch";"B123853";"None";"None"
18126;"B1236533";"Gefaess>Breitform>gerade>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1236533";"niedriger Umbruch";"B123653";"None";"None"
17708;"B123152";"Gefaess>Breitform>gerade>Zylinderhals>Rundboden>normalmundig";"B123152";"normalmundig";"B12315";"None";"None"
17457;"B122653";"Gefaess>Breitform>abgesetzter Hals>eingewoelbt>Rundboden>weitmundig";"B122653";"weitmundig";"B12265";"None";"None"
17036;"B1221523";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>normalmundig>niedriger Umbruch";"B1221523";"niedriger Umbruch";"B122152";"None";"None"
17037;"B122153";"Gefaess>Breitform>abgesetzter Hals>Zylinderhals>Rundboden>weitmundig";"B122153";"weitmundig";"B12215";"None";"None"
16862;"B1218511";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>engmundig>hoher Umbruch";"B1218511";"hoher Umbruch";"B121851";"None";"None"
16865;"B121852";"Gefaess>Breitform>rundlich>Blech u. Achse>Rundboden>normalmundig";"B121852";"normalmundig";"B12185";"None";"None"
16611;"B1215512";"Gefaess>Breitform>rundlich>gerade>Rundboden>engmundig>mittlerer Umbruch";"B1215512";"mittlerer Umbruch";"B121551";"None";"None"
16276;"B1211513";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>engmundig>niedriger Umbruch";"B1211513";"niedriger Umbruch";"B121151";"None";"None"
16024;"B1197513";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>engmundig>niedriger Umbruch";"B1197513";"niedriger Umbruch";"B119751";"None";"None"
15860;"B1195523";"Gefaess>Hochform>Sonstige>gerade>Rundboden>normalmundig>niedriger Umbruch";"B1195523";"niedriger Umbruch";"B119552";"None";"None"
15528;"B1191533";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>weitmundig>niedriger Umbruch";"B1191533";"niedriger Umbruch";"B119153";"None";"None"
15355;"B1168522";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>normalmundig>mittlerer Umbruch";"B1168522";"mittlerer Umbruch";"B116852";"None";"None"
15190;"B1166531";"Gefaess>Hochform>Metallgef.>eingewoelbt>Rundboden>weitmundig>hoher Umbruch";"B1166531";"hoher Umbruch";"B116653";"None";"None"
14846;"B1162511";"Gefaess>Hochform>Metallgef.>Schraegrand>Rundboden>engmundig>hoher Umbruch";"B1162511";"hoher Umbruch";"B116251";"None";"None"
14685;"B115953";"Gefaess>Hochform>Bauchknick>Sonstige>Rundboden>weitmundig";"B115953";"weitmundig";"B11595";"None";"None"
14519;"B1157532";"Gefaess>Hochform>Bauchknick>eingecknickt>Rundboden>weitmundig>mittlerer Umbruch";"B1157532";"mittlerer Umbruch";"B115753";"None";"None"
14174;"B1153511";"Gefaess>Hochform>Bauchknick>ausgeschwungen>Rundboden>engmundig>hoher Umbruch";"B1153511";"hoher Umbruch";"B115351";"None";"None"
14012;"B1151523";"Gefaess>Hochform>Bauchknick>Zylinderhals>Rundboden>normalmundig>niedriger Umbruch";"B1151523";"niedriger Umbruch";"B115152";"None";"None"
13844;"B1148523";"Gefaess>Hochform>Knickwand>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1148523";"niedriger Umbruch";"B114852";"None";"None"
13753;"B114751";"Gefaess>Hochform>Knickwand>eingecknickt>Rundboden>engmundig";"B114751";"engmundig";"B11475";"None";"None"
13593;"B114553";"Gefaess>Hochform>Knickwand>gerade>Rundboden>weitmundig";"B114553";"weitmundig";"B11455";"None";"None"
13344;"B1142533";"Gefaess>Hochform>Knickwand>Schraegrand>Rundboden>weitmundig>niedriger Umbruch";"B1142533";"niedriger Umbruch";"B114253";"None";"None"
13090;"B1138532";"Gefaess>Hochform>gerade>Blech u. Achse>Rundboden>weitmundig>mittlerer Umbruch";"B1138532";"mittlerer Umbruch";"B113853";"None";"None"
12923;"B1136533";"Gefaess>Hochform>gerade>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1136533";"niedriger Umbruch";"B113653";"None";"None"
12596;"B1132533";"Gefaess>Hochform>gerade>Schraegrand>Rundboden>weitmundig>niedriger Umbruch";"B1132533";"niedriger Umbruch";"B113253";"None";"None"
12409;"B112852";"Gefaess>Hochform>abgesetzter Hals>Blech u. Achse>Rundboden>normalmundig";"B112852";"normalmundig";"B11285";"None";"None"
12001;"B1123523";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Rundboden>normalmundig>niedriger Umbruch";"B1123523";"niedriger Umbruch";"B112352";"None";"None"
13669;"B114651";"Gefaess>Hochform>Knickwand>eingewoelbt>Rundboden>engmundig";"B114651";"engmundig";"B11465";"None";"None"
20558;"B1268522";"Gefaess>Breitform>Metallgef.>Blech u. Achse>Rundboden>normalmundig>mittlerer Umbruch";"B1268522";"mittlerer Umbruch";"B126852";"None";"None"
21238;"B1297612";"Gefaess>Breitform>Sonstige>eingecknickt>Spitzboden>engmundig>mittlerer Umbruch";"B1297612";"mittlerer Umbruch";"B129761";"None";"None"
21078;"B1295632";"Gefaess>Breitform>Sonstige>gerade>Spitzboden>weitmundig>mittlerer Umbruch";"B1295632";"mittlerer Umbruch";"B129563";"None";"None"
20900;"B129361";"Gefaess>Breitform>Sonstige>ausgeschwungen>Spitzboden>engmundig";"B129361";"engmundig";"B12936";"None";"None"
20650;"B1269612";"Gefaess>Breitform>Metallgef.>Sonstige>Spitzboden>engmundig>mittlerer Umbruch";"B1269612";"mittlerer Umbruch";"B126961";"None";"None"
